,image_id,cell_id,spot_id,nuc_loc_y,nuc_loc_x,cyto_loc_y,cyto_loc_x,nuc_area_px,cyto_area_px,cell_area_px,z,y,x,is_nuc,is_cluster,cluster_size,spot_type,is_cell_fragmented,nuc_int_ch_0,nuc_int_ch_1,cyto_int_ch_0,cyto_int_ch_1,pseudo_cyto_int_ch_0,pseudo_cyto_int_ch_1,nuc_cyto_int_ratio_ch_0,nuc_cyto_int_ratio_ch_1,nuc_pseudo_cyto_int_ratio_ch_0,nuc_pseudo_cyto_int_ratio_ch_1,spot_int_ch_0,spot_int_ch_1
63,0,7,9,761,719,0,0,3898,0,0,0,744,720,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,-127.6667,194.2
64,0,7,10,761,719,0,0,3898,0,0,0,747,710,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,-506.6667,419.6667
65,0,7,11,761,719,0,0,3898,0,0,0,749,722,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,-334.7333,45.8667
66,0,7,12,761,719,0,0,3898,0,0,0,749,733,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,-445.6,595.9333
67,0,7,13,761,719,0,0,3898,0,0,0,749,743,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,541.8,211.4667
68,0,7,14,761,719,0,0,3898,0,0,0,753,715,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,318.1333,1864.6
69,0,7,15,761,719,0,0,3898,0,0,0,755,696,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,623.6,492.2667
70,0,7,16,761,719,0,0,3898,0,0,0,755,702,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,-70.4,1168.2
71,0,7,17,761,719,0,0,3898,0,0,0,755,726,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,-573.8,1085.2667
72,0,7,18,761,719,0,0,3898,0,0,0,758,749,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,1074.8,633.4667
73,0,7,19,761,719,0,0,3898,0,0,0,760,740,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,-359.9333,724.6
74,0,7,20,761,719,0,0,3898,0,0,0,762,724,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,-270.1333,617.5333
75,0,7,21,761,719,0,0,3898,0,0,0,762,731,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,335.3333,2054.2667
76,0,7,22,761,719,0,0,3898,0,0,0,766,693,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,458.8,607.3333
77,0,7,23,761,719,0,0,3898,0,0,0,766,756,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,-295.7333,551.9333
78,0,7,24,761,719,0,0,3898,0,0,0,767,684,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,276.3333,408.0
79,0,7,25,761,719,0,0,3898,0,0,0,767,709,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,-459.0667,445.4667
80,0,7,26,761,719,0,0,3898,0,0,0,768,743,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,-198.9333,1709.7333
81,0,7,27,761,719,0,0,3898,0,0,0,769,716,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,-691.4667,712.8667
82,0,7,28,761,719,0,0,3898,0,0,0,770,731,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,240.9333,1251.7333
83,0,7,29,761,719,0,0,3898,0,0,0,775,692,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,-362.8,-86.6667
84,0,7,30,761,719,0,0,3898,0,0,0,775,743,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,-735.2,940.1333
85,0,7,31,761,719,0,0,3898,0,0,0,776,734,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,538.8,959.1333
86,0,7,32,761,719,0,0,3898,0,0,0,778,708,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,-463.9333,-632.5333
87,0,7,33,761,719,0,0,3898,0,0,0,779,727,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,-331.2,1152.7333
